time,entries_daily,mean_windspeed_daily,DJU heat,mean_cloudiness_daily
1599912000,0,2.389791667,7.35804336,0
1599998400,0,2.661666667,5.280619355,0.000833333
1600084800,137,3.681458333,2.575262609,0.029583333
1600171200,280,1.960208333,2.960558602,0.87
1600257600,178,3.21625,3.418721588,0.382083333
1600344000,226,6.549166667,2.100406061,0.018958333
1600430400,143,4.976458333,2.78050375,0.714791667
1600516800,228,2.0225,4.16,0.825416667
1600603200,68,1.395,5.34,0.655
1600689600,301,2.277916667,5.11,0.381041667
1600776000,268,3.636666667,6.205,0.210208333
1600862400,253,4.907916667,7.775,0.565833333
1600948800,269,6.357916667,11.215,0.585
1601035200,300,7.405,12.285,0.266875
1601121600,295,4.921041667,12.91,0.378958333
1601208000,94,5.7475,13.435,0.404583333
1601294400,319,3.645,13.22,0.6375
1601380800,256,2.706041667,9.35,0.872916667
1601467200,232,5.335833333,9.03,0.947916667
1601553600,338,6.196458333,11.895,0.789375
1601640000,306,6.711666667,12.86,0.659583333
1601726400,270,7.29625,15.33,0.938125
1601812800,94,5.480833333,12.805,0.726458333
1601899200,327,7.450625,11.285,0.948958333
1601985600,309,7.312291667,10.855,0.987291667
1602072000,267,4.698333333,11.37,0.932916667
1602158400,311,5.42875,9.14,0.964583333
1602244800,300,3.40375,10.93,0.866041667
1602331200,307,3.5175,12.63,0.578958333
1602417600,74,3.886041667,13.27,0.507916667
1602504000,299,3.15125,15.005,0.713541667
1602590400,266,4.385208333,13.91,0.772291667
1602676800,243,3.257291667,15.31,0.468333333
1602763200,333,3.868958333,14.72,0.494791667
1602849600,298,2.17875,16.085,0.595625
1602936000,208,2.300416667,14.735,0.536666667
1603022400,66,2.441666667,14.575,0.592083333
1603108800,141,5.53125,13.33,0.892291667
1603195200,176,8.092291667,8.27,0.993958333
1603281600,159,7.141458333,8.97,0.659375
1603368000,160,1.648541667,9.845,0.371458333
1603454400,226,3.971666667,11.78,0.6175
1603540800,52,9.51,10.83,0.9825
1603627200,73,5.469375,12.865,0.883541667
1603713600,46,4.664375,13.91,0.531041667
1603800000,58,6.08,12.42,0.911041667
1603886400,52,6.589791667,12.345,0.8875
1603972800,74,5.249583333,10.855,0.969166667
1604059200,12,3.985,10.235,0.394166667
1604145600,0,5.584583333,11.97,0.744583333
1604232000,0,9.388125,9.81,0.994791667
1604318400,53,7.006458333,10.61,0.813333333
1604404800,118,3.937708333,14.62,0.340833333
1604491200,29,3.431875,17.545,0.252708333
1604577600,121,6.573125,17.3,0.02375
1604664000,44,5.221041667,13.09,0.408541667
1604750400,0,3.749583333,10.025,0.938541667
1604836800,0,3.200625,9.685,0.68
1604923200,127,4.067083333,9.395,0.510416667
1605009600,113,2.083541667,11.67,0.665
1605096000,0,4.884375,13.18,0.935625
1605182400,138,2.980833333,12.49,0.731041667
1605268800,136,4.735,11.395,0.966875
1605355200,0,6.482291667,10.945,0.876666667
1605441600,0,8.645,11.435,0.845
1605528000,117,3.864375,13.04,0.826875
1605614400,137,3.166875,12.385,0.654166667
1605700800,41,4.8325,12.2,0.517916667
1605787200,133,4.1675,14.735,0.407708333
1605873600,107,1.334583333,17.575,0.679583333
1605960000,0,1.627708333,16.9,0.341666667
1606046400,0,1.541666667,16.425,0.562083333
1606132800,153,1.2925,17.255,0.281041667
1606219200,94,3.301875,15.86,0.875625
1606305600,76,3.868125,13.785,0.657916667
1606392000,136,2.9725,14.91,0.540833333
1606478400,122,2.89875,14.785,0.588333333
1606564800,0,4.607083333,13.69,0.190625
1606651200,0,5.14125,16.835,0.0125
1606737600,154,2.815833333,20.55,0.33375
1606824000,155,4.217708333,18.13,0.980208333
1606910400,85,2.913958333,19.62,0.890625
1606996800,90,6.465,17.46,0.941875
1607083200,123,3.004166667,19.76,0.595625
1607169600,0,4.595,19.59,0.682708333
1607256000,0,5.460833333,18.4,0.551041667
1607342400,143,4.559166667,22.135,0.906666667
1607428800,132,3.285625,20.23,0.26375
1607515200,83,3.72375,19.405,0.729166667
1607601600,111,5.655208333,16.135,0.642083333
1607688000,152,6.274583333,14.7,0.877291667
1607774400,0,5.325,16.455,0.6025
1607860800,0,6.578125,15.53,0.980625
1607947200,125,5.3825,12.72,0.886041667
1608033600,202,4.127708333,14.755,0.631875
1608120000,152,6.336666667,15.565,0.822083333
1608206400,147,3.816458333,14.575,0.525416667
1608292800,156,6.585,14.74,0.905208333
1608379200,34,5.865625,14.09,0.9075
1608465600,0,3.827083333,15.1,0.790625
1608552000,43,8.642291667,12.8,0.9975
1608638400,49,7.25625,10.79,0.989375
1608724800,53,9.75375,13.3,0.810833333
1608811200,7,6.554583333,18.015,0.670416667
1608897600,0,4.12125,20.84,0.1975
1608984000,0,3.981041667,20.21,0.849375
1609070400,0,9.5675,16.535,0.935
1609156800,74,7.196041667,19.215,0.737083333
1609243200,76,4.274166667,19.1,0.74625
1609329600,81,3.985,20.12,0.753125
1609416000,43,3.028125,21.335,0.5825
