time,Text,humidity,WindSpeed,cloudinessIndex,project:schedules:entries
1546300800,7.86,0.88,2.94,1,0
1546304400,8.67,0.84,2.38,1,0
1546308000,7.82,0.87,2.49,1,0
1546311600,7.8,0.87,3,1,0
1546315200,7.77,0.88,1.97,1,0
1546318800,7.55,0.88,3.02,1,0
1546322400,7.35,0.84,2.41,1,0
1546326000,7.15,0.84,2.72,1,0
1546329600,6.87,0.85,2.61,1,0
1546333200,6.94,0.84,1.78,1,0
1546336800,7.28,0.83,2.22,1,0
1546340400,7.52,0.84,2.04,1,0
1546344000,8.88,0.78,1.51,1,0
1546347600,8.88,0.78,2.5,1,0
1546351200,8.83,0.77,2.97,1,0
1546354800,8.81,0.77,3.45,1,0
1546358400,8.81,0.77,2.88,1,0
1546362000,8.82,0.73,2.59,1,0
1546365600,8.67,0.78,2.43,1,0
1546369200,8.93,0.77,2.6,1,0
1546372800,9.08,0.76,2.51,1,0
1546376400,9.1,0.76,2.51,1,0
1546380000,8.88,0.73,2.07,1,0
1546383600,7.96,0.77,1.26,1,0
1546387200,7.81,0.82,1.52,1,0
1546390800,7.95,0.82,1.42,1,0
1546394400,8.14,0.82,1,1,0
1546398000,7.49,0.87,1.52,1,0
1546401600,7.53,0.92,1.65,1,0
1546405200,8.27,0.89,1.8,1,0
1546408800,8.16,0.93,2.88,1,0
1546412400,8.79,0.89,2.84,1,0
1546416000,7.7,0.83,5,1,0
1546419600,7.52,0.83,5.02,1,0
1546423200,7.57,0.73,6.46,1,0
1546426800,7.69,0.72,5.67,1,0
1546430400,7.97,0.58,6.23,0.96,18
1546434000,7.83,0.62,5.21,0.96,0
1546437600,6.83,0.63,5.6,1,0
1546441200,6.82,0.63,5.67,1,0
1546444800,5.76,0.63,5.05,1,0
1546448400,4.68,0.67,4.18,0.79,0
1546452000,4.45,0.68,2.08,0.28,6
1546455600,3.48,0.72,1.99,0.19,0
1546459200,3.51,0.72,1.92,0.05,0
1546462800,3.36,0.73,2.52,0.07,0
1546466400,0.86,0.82,1.62,0.08,0
1546470000,0.07,0.86,2.21,0.09,0
1546473600,0.14,0.86,2.26,0.09,0
1546477200,-0.06,0.88,2.21,0.07,0
1546480800,0.67,0.88,2.55,0.02,0
1546484400,-0.2,0.82,2.41,0,0
1546488000,0.58,0.87,2.41,0.01,0
1546491600,1.25,0.83,2.35,0.04,0
1546495200,0.44,0.88,1.96,0.09,0
1546498800,0.27,0.95,1.89,0.21,0
1546502400,0.41,0.95,2.49,0.36,0
1546506000,1.43,0.95,2.99,0.45,0
1546509600,2.72,0.88,4.41,0.43,0
1546513200,4.81,0.77,3.93,0.35,0
1546516800,5.95,0.7,4.76,0.26,49
1546520400,6.12,0.65,5.35,0.19,0
1546524000,6.08,0.6,7.58,0.19,0
1546527600,5.82,0.62,6.57,0,0
1546531200,5.57,0.63,5.04,0.19,0
1546534800,3.5,0.72,3.98,0.19,0
1546538400,3.26,0.74,3.35,0.05,21
1546542000,2.4,0.74,2.93,0.14,0
1546545600,2.44,0.74,2.53,0.25,0
1546549200,1.46,0.78,2.88,0.31,0
1546552800,1.47,0.78,3.31,0.29,0
1546556400,1.5,0.77,2.6,0.22,0
1546560000,0.77,0.82,1.78,0.16,0
1546563600,-1.68,0.87,2.18,0.1,0
1546567200,-0.18,0.88,2.16,0.04,0
1546570800,-0.03,0.87,2.23,0,0
1546574400,-1.1,0.88,2.21,0,0
1546578000,0.54,0.88,2.63,0,0
1546581600,0.54,0.88,2.53,0.03,0
1546585200,0.55,0.95,2.3,0.17,0
1546588800,0.51,0.95,2.56,0.37,0
1546592400,0.7,0.95,2.99,0.44,0
1546596000,1.76,0.89,3.16,0.44,0
1546599600,2.15,0.87,4.4,0.75,0
1546603200,2.36,0.91,4.16,1,28
1546606800,4.04,0.81,3.55,0.75,0
1546610400,5.69,0.72,5.36,0.19,0
1546614000,5.65,0.68,4.43,0.97,0
1546617600,4.59,0.73,3.01,0.99,0
1546621200,4.32,0.75,2.36,0.97,0
1546624800,2.44,0.84,2.96,0.91,8
1546628400,2.45,0.89,2.55,0.76,0
1546632000,2.35,0.89,2.45,0.56,0
1546635600,0.73,0.94,2.11,0.41,0
1546639200,0.53,0.89,1.48,0.35,0
1546642800,0.49,0.89,1.61,0.35,0
1546646400,0.61,0.94,2.03,0.33,0
1546650000,-0.41,0.93,0.93,0.32,0
1546653600,-3.14,1,1.33,0.32,0
1546657200,-2.39,0.94,1.32,0.32,0
1546660800,-3.24,1,1.01,0.35,0
1546664400,-3.24,1,1.02,0.38,0
1546668000,-3.22,1,1.54,0.41,0
1546671600,-2.43,0.94,1.46,0.42,0
1546675200,-3.55,1,1.48,0.96,0
1546678800,-1.54,1,0,1,39
1546682400,-0.29,1,0,1,0
1546686000,1.74,0.95,0.44,1,0
1546689600,3.71,0.88,0.72,1,0
1546693200,3.73,0.83,2.63,1,0
1546696800,3.9,0.82,2.43,1,0
1546700400,3.83,0.82,1.9,1,0
1546704000,2.92,0.82,2.92,1,0
1546707600,2.85,0.82,2.92,1,0
1546711200,2.87,0.81,3.08,1,0
1546714800,2.74,0.82,3.07,1,0
1546718400,2.81,0.82,1.49,1,0
1546722000,3.72,0.77,1.99,1,0
1546725600,2.85,0.81,2.33,1,0
1546729200,3.64,0.77,2.05,1,0
1546732800,3.99,0.76,2.04,1,0
1546736400,3.99,0.76,1.36,1,0
1546740000,3.88,0.76,1.93,1,0
1546743600,3.73,0.76,2.74,1,0
1546747200,3.04,0.8,2.4,1,0
1546750800,2.92,0.81,2.67,1,0
1546754400,2.75,0.83,2.68,1,0
1546758000,2.68,0.82,1.44,1,0
1546761600,2.64,0.83,1.45,1,0
1546765200,2.64,0.83,0.25,1,89
1546768800,2.81,0.82,1.46,1,0
1546772400,3.65,0.83,1.59,1,0
1546776000,3.89,0.83,1.51,1,0
1546779600,4.71,0.83,1.49,1,0
1546783200,4.72,0.83,2.4,1,0
1546786800,4.7,0.82,1.89,1,0
1546790400,4.68,0.82,1.46,1,0
1546794000,4.65,0.83,1.92,1,0
1546797600,4.63,0.83,1.74,1,0
1546801200,4.78,0.83,1.8,1,0
1546804800,4.95,0.83,2.29,1,0
1546808400,4.98,0.88,2.14,1,0
1546812000,4.92,0.88,2.09,1,0
1546815600,4.78,0.88,1.46,1,0
1546819200,5.07,0.92,1.03,1,0
1546822800,5.74,0.93,1.34,1,0
1546826400,5.91,0.93,1.96,1,0
1546830000,5.89,0.93,2,1,0
1546833600,5.86,0.93,2.36,1,0
1546837200,5.03,0.93,1.67,1,0
1546840800,5.74,0.94,1.96,1,0
1546844400,5.78,0.94,2.08,1,0
1546848000,5.84,0.95,2.03,1,30
1546851600,6.07,0.99,1.61,1,50
1546855200,6.82,0.94,1.53,1,0
1546858800,6.93,0.94,2.46,1,98
1546862400,7.62,0.9,1.43,1,42
1546866000,7.68,0.89,1.12,1,36
1546869600,8.57,0.83,0.97,1,0
1546873200,8.9,0.82,1.36,1,120
1546876800,8.89,0.81,1.49,1,14
1546880400,8.69,0.79,2.13,1,40
1546884000,7.9,0.84,2.23,1,120
1546887600,7.97,0.83,2.32,1,64
1546891200,8,0.83,2.73,1,64
1546894800,8.01,0.88,2.63,1,64
1546898400,8.05,0.88,2.14,1,64
1546902000,8.04,0.87,2.73,1,0
1546905600,7.78,0.86,3.15,1,0
1546909200,6.91,0.87,2.71,1,0
1546912800,7.53,0.83,2.75,0.9,0
1546916400,7.69,0.82,3.71,0.96,0
1546920000,7.87,0.81,4.21,1,0
1546923600,8.68,0.78,3.79,1,0
1546927200,8.9,0.82,3.71,1,0
1546930800,8.75,0.88,4.68,0.79,0
1546934400,8.9,0.93,4.22,1,0
1546938000,8.94,0.93,3.77,0.96,60
1546941600,9.77,0.93,4.94,1,0
1546945200,10.8,0.88,4.94,1,50
1546948800,10.76,0.94,4.05,0.75,90
1546952400,11.92,0.87,3.6,0.79,0
1546956000,11.85,0.76,4.36,0.75,0
1546959600,12.5,0.68,3.55,0.75,96
1546963200,10.67,0.72,4.07,1,0
1546966800,8.68,0.76,2.65,1,0
1546970400,6.67,0.82,2.08,0.78,42
1546974000,5.83,0.87,1.97,1,56
1546977600,6.6,0.87,1.84,1,48
1546981200,4.84,0.87,1.46,0.79,0
1546984800,5.5,0.88,1.56,0.79,0
1546988400,4.1,0.92,1.49,1,0
1546992000,3.96,0.93,1.91,0.53,0
1546995600,2.3,0.98,1.83,1,0
1546999200,3.14,0.98,1.49,1,0
1547002800,4.86,0.93,2.11,1,0
1547006400,5.82,0.87,2.54,1,0
1547010000,5.9,0.82,2.02,1,0
1547013600,5.04,0.92,1.42,1,0
1547017200,4.99,0.92,1.49,1,0
1547020800,4.82,0.87,2.37,1,60
1547024400,4.52,0.88,2.35,0.79,0
1547028000,6.68,0.75,3.42,0.28,0
1547031600,8.17,0.6,4.68,0.99,116
1547035200,8.03,0.61,4.26,0.19,0
1547038800,8.23,0.6,4.9,1,80
1547042400,8.35,0.59,4.79,1,0
1547046000,6.88,0.6,4.97,0.96,0
1547049600,6.55,0.57,4.65,0.96,40
1547053200,5.34,0.66,3.49,0.96,0
1547056800,4.29,0.71,3.86,0.44,0
1547060400,4.74,0.73,2.57,0.92,64
1547064000,3.73,0.78,2.35,0.97,64
1547067600,3.69,0.78,2.83,0.99,64
1547071200,2.84,0.83,2.62,1,64
1547074800,2.11,0.87,2.66,0.99,0
1547078400,0.93,0.94,2.5,0.94,0
1547082000,0.91,0.93,2.07,0.81,0
1547085600,-0.09,0.93,1.55,0.65,0
1547089200,-0.91,1,2.11,0.52,0
1547092800,0.73,0.94,2.53,0.46,0
1547096400,0.08,0.99,2.2,0.45,0
1547100000,-0.08,0.94,1.57,0.44,0
1547103600,-0.11,0.95,2.31,0.57,0
1547107200,0.07,0.93,2.21,0.76,60
1547110800,1.72,0.94,2.45,0.89,0
1547114400,3.6,0.89,2.23,0.91,50
1547118000,5.82,0.77,2.69,0.87,108
1547121600,6.79,0.72,3.47,0.78,76
1547125200,7.64,0.68,3.5,0.75,0
1547128800,7.88,0.67,3.5,0.75,0
1547132400,7.6,0.68,3.58,0.79,42
1547136000,6.46,0.69,2.99,1,60
1547139600,3.66,0.78,2.12,0.75,0
1547143200,4.45,0.78,1.93,1,62
1547146800,4.54,0.83,2,1,0
1547150400,3.57,0.87,1.86,1,26
1547154000,2.73,0.83,0.94,1,40
1547157600,3.59,0.88,0.98,0.75,0
1547161200,2.82,0.93,1.46,0.75,0
1547164800,2.72,0.89,1.44,0.75,0
1547168400,2.91,0.88,2.12,1,0
1547172000,2.77,0.94,1.53,1,0
1547175600,1.99,0.93,1.52,1,0
1547179200,2.21,0.92,1.01,1,0
1547182800,3.09,0.92,0.61,0.79,0
1547186400,3.11,0.92,1.16,1,0
1547190000,3.93,0.93,1.5,1,0
1547193600,4.68,0.94,1.51,1,50
1547197200,4.88,0.94,1.51,1,0
1547200800,5.91,0.93,2.52,1,0
1547204400,6.75,0.94,2.53,0.96,40
1547208000,7.95,0.88,2.01,1,40
1547211600,8.87,0.87,1.96,1,20
1547215200,8.98,0.81,1.69,1,0
1547218800,8.81,0.8,2.49,1,0
1547222400,8.68,0.82,2.16,0.79,20
1547226000,8.61,0.84,1.69,0.79,90
1547229600,7.87,0.87,1.59,0.79,120
1547233200,7.88,0.82,1.88,1,64
1547236800,7.63,0.82,1.49,1,64
1547240400,6.73,0.88,1.15,1,64
1547244000,6.66,0.89,1.02,0.79,64
1547247600,6.71,0.93,1.35,0.79,0
1547251200,5.65,1,1.32,1,0
1547254800,4.9,0.94,1.41,0.75,0
1547258400,4.95,0.94,1.23,0.79,0
1547262000,4.34,0.98,0.66,1,0
1547265600,4.27,0.98,0.95,1,0
1547269200,4.15,0.98,1.24,0.79,0
1547272800,4.13,0.99,0.44,1,0
1547276400,4.14,0.99,0.35,1,0
1547280000,4.96,0.94,0.32,1,0
1547283600,5.01,0.99,0.81,1,68
1547287200,6.02,0.99,2.56,1,78
1547290800,7,0.98,2.24,1,84
1547294400,9.36,0.83,3.53,1,0
1547298000,9.54,0.78,5.16,1,0
1547301600,8.67,0.83,5.74,1,110
1547305200,8.87,0.83,5.1,1,180
1547308800,8.89,0.89,3.49,1,0
1547312400,8.85,0.94,3.28,0.96,0
1547316000,8.88,0.93,3.64,0.96,0
1547319600,8.95,0.98,3.73,0.96,48
1547323200,9.6,0.94,3.63,0.96,50
1547326800,8.67,0.95,2.85,0.96,0
1547330400,8.91,0.98,3.43,1,0
1547334000,8.88,0.93,4.01,1,0
1547337600,9.62,0.89,3.6,1,0
1547341200,8.64,0.93,3.96,1,0
1547344800,8.65,0.93,3.48,1,0
1547348400,8.61,0.88,3.66,1,0
1547352000,8.57,0.88,3.21,1,0
1547355600,8.51,0.88,3.47,1,0
1547359200,8.57,0.93,4.38,1,0
1547362800,8.59,0.94,4.62,1,0
1547366400,8.59,0.95,3.91,1,128
1547370000,8.77,0.94,4.19,1,0
1547373600,9.64,0.94,4.19,1,0
1547377200,9.73,0.95,6.38,1,0
1547380800,9.82,0.93,5.01,1,0
1547384400,11.63,0.82,6.26,0.96,0
1547388000,12.6,0.73,5.96,0.75,0
1547391600,11.7,0.83,6.83,0.79,0
1547395200,10.86,0.82,5.99,1,0
1547398800,10.65,0.83,5.47,1,0
1547402400,10.91,0.81,5.39,1,0
1547406000,10.66,0.82,5.46,1,0
1547409600,10.49,0.81,4.94,1,0
1547413200,9.41,0.82,4.26,0.96,0
1547416800,8.78,0.82,3.42,0.75,0
1547420400,9.67,0.82,5.15,1,0
1547424000,9.67,0.84,5.21,1,0
1547427600,9.76,0.89,4.01,1,0
1547431200,9.75,0.89,4.54,1,0
1547434800,9.72,0.88,4.38,1,0
1547438400,8.98,0.92,3.36,0.96,0
1547442000,10,0.87,3.12,0.96,0
1547445600,8.86,0.89,2.91,1,0
1547449200,9.77,0.82,2.9,1,0
1547452800,8.93,0.86,2.53,1,30
1547456400,9.07,0.74,2.89,1,36
1547460000,9.84,0.7,3.05,1,0
1547463600,9.87,0.66,3.05,1,98
1547467200,9.64,0.63,3.2,1,48
1547470800,9.73,0.62,3.49,1,38
1547474400,9.87,0.62,2.12,1,0
1547478000,9.73,0.62,2.75,1,120
1547481600,9.73,0.63,2.93,1,12
1547485200,8.73,0.62,2.29,1,20
1547488800,8.75,0.66,2.2,1,120
1547492400,8.04,0.65,1.76,1,64
1547496000,8.77,0.62,1.54,1,64
1547499600,7.95,0.66,1.41,1,64
1547503200,7.86,0.66,1.13,1,64
1547506800,7.74,0.67,1.49,1,0
1547510400,7.8,0.67,1.15,1,0
1547514000,6.92,0.71,0.12,1,0
1547517600,6.89,0.7,1.12,1,0
1547521200,6.86,0.7,0.61,1,0
1547524800,6.65,0.72,0.58,1,0
1547528400,6.65,0.67,0.06,1,0
1547532000,6.68,0.68,0,1,0
1547535600,6.66,0.72,0.39,1,0
1547539200,6.44,0.73,0.2,1,0
1547542800,6.62,0.73,0.08,1,60
1547546400,7.72,0.67,2.17,1,0
1547550000,8.63,0.58,2.17,1,50
1547553600,8.66,0.58,1.78,1,80
1547557200,8.68,0.58,1.52,1,0
1547560800,8.66,0.58,2.01,1,0
1547564400,8.61,0.58,1.73,1,96
1547568000,7.74,0.62,1.98,0.75,0
1547571600,6.63,0.67,1.07,1,0
1547575200,5.57,0.72,0.14,0.96,42
1547578800,3.38,0.78,0.11,0.37,68
1547582400,3.21,0.83,0.89,0.36,62
1547586000,3.39,0.83,2.18,0.37,0
1547589600,2.21,0.78,2.11,0.38,0
1547593200,0.59,0.87,0.83,0.42,0
1547596800,-0.34,0.94,0.29,0.49,0
1547600400,-1.03,0.94,0.03,0.65,0
1547604000,-1.07,0.94,0.01,0.85,0
1547607600,-1.37,0.94,0.08,0.19,0
1547611200,-1.32,0.95,0.58,0.75,0
1547614800,-1.26,0.95,1.4,1,0
1547618400,-1.94,1,0.92,0.79,0
1547622000,-0.99,0.99,1.47,0.79,0
1547625600,-0.18,1,2.34,1,60
1547629200,0.81,0.99,2.48,1,0
1547632800,2.72,0.94,3,1,0
1547636400,3.68,0.93,2.56,1,18
1547640000,4.63,0.88,3.26,1,0
1547643600,4.75,0.95,2.98,1,72
1547647200,6.82,0.93,5.69,1,0
1547650800,7.77,0.94,4.13,1,0
1547654400,7.94,0.92,4.07,1,40
1547658000,7.98,0.93,4.46,1,0
1547661600,7.11,1,4.73,0.96,0
1547665200,8.2,0.99,3.84,0.96,64
1547668800,8.88,0.99,3.55,0.75,64
1547672400,8.65,0.94,4.06,0.96,64
1547676000,7.76,0.95,3.84,1,64
1547679600,6.61,0.93,2.9,1,0
1547683200,4.32,1,2.46,0.19,0
1547686800,4.65,0.94,3.03,0.19,0
1547690400,3.83,1,2.91,0.28,0
1547694000,4.66,0.94,3.74,0.23,0
1547697600,4.82,0.88,3,0,0
1547701200,4.93,0.92,3.2,0.65,0
1547704800,4.75,0.87,3.14,0.75,0
1547708400,4.57,0.88,2.67,0.04,0
1547712000,2.93,0.92,2.78,0.02,60
1547715600,4.52,0.88,2.8,0.01,0
1547719200,7.42,0.77,4.05,0.01,50
1547722800,8.46,0.73,3.81,0.01,108
1547726400,9.52,0.69,5.16,0.19,48
1547730000,10.41,0.64,6.48,0.44,0
1547733600,9.71,0.6,6.28,0.49,0
1547737200,9.65,0.64,4.3,0.75,42
1547740800,8.67,0.68,2.93,0.75,60
1547744400,6.64,0.72,2.24,0.75,0
1547748000,5.82,0.77,3.75,0.49,60
1547751600,3.81,0.87,1.58,0.49,0
1547755200,3.72,0.82,1.51,0.28,28
1547758800,2.41,0.89,1.36,0.7,34
1547762400,1.53,0.93,1.79,0.75,0
1547766000,1.55,0.87,2.01,0.89,0
1547769600,1.45,0.91,1.7,0.87,0
1547773200,2.14,0.87,2.2,0.91,0
1547776800,2.35,0.81,2.2,0.96,0
1547780400,1.35,0.87,2.1,0.99,0
1547784000,0.32,0.87,1.5,0.44,0
1547787600,1.46,0.82,2.97,0.79,0
1547791200,0.63,0.86,2.47,0.79,0
1547794800,0.43,0.83,1.66,1,0
1547798400,0.6,0.82,1.87,1,90
1547802000,0.62,0.82,2.3,1,0
1547805600,1.66,0.86,3.25,0.91,0
1547809200,4.55,0.81,3.59,0.77,38
1547812800,6.68,0.71,3.98,0.19,40
1547816400,7.69,0.7,3.44,0.39,24
1547820000,7.72,0.73,4.12,1,0
1547823600,7.6,0.71,3.68,1,0
1547827200,7.53,0.71,4.31,1,20
1547830800,6.43,0.76,3.98,0.79,90
1547834400,5.52,0.81,5.96,0.75,120
1547838000,5.54,0.86,5.06,0.75,64
1547841600,5.34,0.87,5.39,0.96,64
1547845200,5.55,0.87,6.04,1,64
1547848800,5.64,0.92,5.45,1,64
1547852400,5.73,0.93,5.7,1,0
1547856000,5.73,0.94,6.38,1,0
1547859600,5.83,0.94,5.8,1,0
1547863200,4.8,1,4.11,1,0
1547866800,4.73,1,4.28,0.96,0
1547870400,4.48,1,2.94,0.96,0
1547874000,4.49,0.95,2.5,0.96,0
1547877600,3.85,1,2.06,0.96,0
1547881200,3.88,1,2.04,0.96,0
1547884800,5.45,1,2.98,0.75,0
1547888400,5.87,1,3.14,0.79,48
1547892000,7.83,0.95,3.2,0.96,82
1547895600,9.45,0.95,3.41,0.75,82
1547899200,11.12,0.85,2.94,0.75,0
1547902800,11.37,0.78,4.73,0.75,0
1547906400,11.43,0.68,5.71,0.75,118
1547910000,10.55,0.77,3.34,1,148
1547913600,9.69,0.77,3.52,0.75,0
1547917200,7.47,0.83,2.42,0.75,0
1547920800,6.46,0.89,2.67,0.65,0
1547924400,5.63,0.95,2.59,0.75,43
1547928000,4.71,0.94,1.77,0.75,60
1547931600,3.82,0.94,1.85,0.28,0
1547935200,2.95,0.94,2.23,0.19,0
1547938800,2.32,1,0.47,1,0
1547942400,3.43,0.99,1.64,1,0
1547946000,3.26,0.94,1.15,0.96,0
1547949600,3.21,1,1.17,1,0
1547953200,3.2,0.99,0.24,0.49,0
1547956800,2.97,1,0.6,0.75,0
1547960400,2.9,1,1.05,0.96,0
1547964000,3.69,1,1.51,1,0
1547967600,3.74,1,0.93,1,0
1547971200,4.64,1,1.59,1,0
1547974800,4.78,1,1.44,1,0
1547978400,6.59,0.95,1.06,0.79,0
1547982000,7.55,1,2.08,0.79,0
1547985600,7.64,0.94,2.97,0.96,0
1547989200,8.4,0.83,2.75,0.75,0
1547992800,8.39,0.82,3.1,0.75,0
1547996400,7.52,0.78,3.4,1,0
1548000000,6.55,0.78,4.42,1,0
1548003600,5.8,0.82,3.88,0.96,0
1548007200,5.73,0.78,2.74,0.9,0
1548010800,5.66,0.83,1.94,0.9,0
1548014400,5.54,0.83,2.9,0.96,0
1548018000,5.36,0.79,2.77,0.96,0
1548021600,5.41,0.74,2.79,0.96,0
1548025200,5.49,0.74,2.99,0.96,0
1548028800,5.17,0.74,3.39,1,0
1548032400,4.03,0.79,2.43,1,0
1548036000,2.23,0.79,3.18,1,0
1548039600,1.16,0.84,2.35,0.19,0
1548043200,-0.48,0.89,1.99,0.84,0
1548046800,-2.12,0.94,1.5,0.66,0
1548050400,-1.34,0.96,1.24,0.48,0
1548054000,-1.49,0.96,1.57,0.75,0
1548057600,-2.14,0.95,1.56,0.7,30
1548061200,-0.42,1,1.63,0.7,50
1548064800,1.49,0.96,1.55,0.75,0
1548068400,3.8,0.83,1.45,0.49,98
1548072000,5.65,0.68,2.81,0.19,46
1548075600,6.45,0.63,2.14,0.23,36
1548079200,6.66,0.62,2,0.44,0
1548082800,5.79,0.65,1.87,0.19,120
1548086400,4.69,0.66,1.97,0.19,14
1548090000,2.56,0.76,1.99,0.07,26
1548093600,1.64,0.82,1.57,0.75,120
1548097200,0.66,0.83,1.49,0.75,64
1548100800,-0.13,0.89,2.44,0.6,64
1548104400,-0.17,0.94,2.55,0.79,64
1548108000,-0.16,0.95,2.92,0.75,64
1548111600,0.35,0.94,2.84,0.75,0
1548115200,-0.02,0.94,3.19,0.75,0
1548118800,1.87,0.95,4.15,1,0
1548122400,3.15,0.88,5.85,1,0
1548126000,3.73,0.94,5.09,0.96,0
1548129600,4.21,1,5.13,0.79,0
1548133200,5.1,1,2.95,0.75,0
1548136800,6.74,1,4.83,0.96,0
1548140400,6.42,0.94,3.42,0.96,0
1548144000,4.64,0.95,2.67,1,0
1548147600,4.68,0.94,3.17,1,50
1548151200,5.71,0.93,2.48,0.91,0
1548154800,6.85,0.81,4.67,0.78,50
1548158400,7.67,0.76,5.06,0.65,92
1548162000,8.7,0.66,4.51,0.75,0
1548165600,7.91,0.67,4.04,0.79,0
1548169200,7.91,0.71,2.85,0.96,96
1548172800,7.67,0.72,5.22,0.96,0
1548176400,6.57,0.83,3.47,0.75,0
1548180000,6.55,0.83,4.18,0.75,36
1548183600,6.56,0.83,3.64,0.79,58
1548187200,4.92,0.87,2.57,1,64
1548190800,5.76,0.82,3.27,0.97,0
1548194400,5.75,0.87,2.87,0.97,0
1548198000,4.9,0.87,1.51,0.95,0
1548201600,4.89,0.86,2.14,0.95,0
1548205200,5.72,0.87,2.48,0.97,0
1548208800,5.73,0.87,2.22,1,0
1548212400,4.92,0.87,1.6,1,0
1548216000,4.72,0.87,2.85,0.75,0
1548219600,4.49,0.94,3.18,0.75,0
1548223200,4.43,0.89,3.64,0.75,0
1548226800,3.56,0.94,3.32,0.96,0
1548230400,3.43,0.89,2.53,1,60
1548234000,4.47,0.87,4.13,0.44,0
1548237600,5.57,0.81,3.5,0.75,0
1548241200,6.67,0.71,4.54,0.75,40
1548244800,6.65,0.67,4.71,0.75,0
1548248400,6.52,0.72,3.38,0.96,70
1548252000,6.97,0.7,4.21,0.96,0
1548255600,5.92,0.74,5.04,0.75,0
1548259200,5.53,0.72,5.96,0.79,38
1548262800,4.64,0.76,3.59,0.79,0
1548266400,4.58,0.77,3.32,1,0
1548270000,4.38,0.77,2.59,1,64
1548273600,3.51,0.77,1.84,1,64
1548277200,2.65,0.81,0.99,1,64
1548280800,0.88,0.87,1.26,1,64
1548284400,1.79,0.88,0.93,0.99,0
1548288000,0.93,0.87,0.95,0.92,0
1548291600,0.81,0.94,0.92,0.94,0
1548295200,0.67,0.89,1.4,0.97,0
1548298800,0.9,0.93,1.51,1,0
1548302400,0.73,0.94,0.15,1,0
1548306000,-0.06,1,0.68,1,0
1548309600,0.97,0.93,0.79,1,0
1548313200,0.8,0.94,0.11,1,0
1548316800,0.76,0.94,0.17,1,60
1548320400,1.96,0.93,1.01,1,0
1548324000,4.77,0.79,1.26,1,50
1548327600,7.43,0.63,1.74,1,108
1548331200,6.53,0.68,2.35,1,58
1548334800,6.56,0.68,1.92,1,0
1548338400,7.67,0.73,2.76,1,0
1548342000,7.62,0.7,2.53,1,42
1548345600,7.56,0.73,2.47,1,56
1548349200,6.68,0.78,1.93,1,0
1548352800,6.52,0.83,2.21,1,54
1548356400,5.86,0.88,2.56,0.96,0
1548360000,5.86,0.94,3.07,0.96,50
1548363600,6.06,0.94,2.97,1,100
1548367200,6.17,0.99,2.45,1,0
1548370800,7.02,0.94,2.25,1,0
1548374400,6.86,1,2.45,1,0
1548378000,6.8,1,1.82,1,0
1548381600,7.53,1,1.58,1,0
1548385200,7.37,1,1.47,1,0
1548388800,7.28,1,1.12,1,0
1548392400,7.18,1,1.94,1,0
1548396000,7.33,1,1.14,1,0
1548399600,7.34,1,1.26,0.96,0
1548403200,7.37,1,1.23,0.96,54
1548406800,8.26,0.96,1.4,0.96,0
1548410400,8.5,1,1.15,0.96,0
1548414000,9.57,1,1.99,1,46
1548417600,9.71,1,2.4,1,40
1548421200,10.55,1,2.4,1,28
1548424800,10.8,0.94,2.59,0.96,0
1548428400,10.57,0.95,1.72,1,0
1548432000,10.55,0.96,2.48,1,20
1548435600,10.57,0.96,2.81,1,90
1548439200,9.92,0.94,2.36,1,120
1548442800,9.78,0.94,1.98,1,262
1548446400,9.56,0.93,1.69,1,64
1548450000,9.26,0.98,2.04,1,64
1548453600,9.26,0.94,2.39,1,64
1548457200,8.52,0.99,1.59,1,0
1548460800,8.45,1,2.33,1,0
1548464400,8.32,0.95,2.35,1,0
1548468000,8.3,0.94,2.66,1,0
1548471600,8.8,0.91,2.39,1,0
1548475200,8.91,0.86,2.95,1,0
1548478800,7.98,0.93,2.08,0.96,0
1548482400,7.79,0.95,1.88,0.96,0
1548486000,7.86,0.99,2.92,1,0
1548489600,7.84,1,2.78,1,0
1548493200,8.7,0.93,3.86,1,62
1548496800,8.99,0.92,4.77,1,72
1548500400,9.7,0.88,4.73,1,54
1548504000,10.16,0.83,5.36,1,0
1548507600,10.19,0.8,6.23,1,0
1548511200,10.79,0.77,7.46,0.96,102
1548514800,9.66,0.85,7.04,0.96,102
1548518400,9.45,0.86,5.56,0.96,0
1548522000,8.64,0.94,6.76,0.75,0
1548525600,8.78,0.95,5.42,0.75,0
1548529200,8.99,0.94,5.86,1,72
1548532800,9.01,0.96,7.03,1,40
1548536400,9.79,0.95,7.98,0.96,0
1548540000,9.79,0.93,6.52,0.75,0
1548543600,9.61,0.87,6.18,0.75,0
1548547200,8.57,0.88,6.26,0.75,0
1548550800,8.69,0.86,5.51,0.75,0
1548554400,7.9,0.86,5.16,0.75,0
1548558000,8.74,0.82,7.12,0.75,0
1548561600,8.58,0.87,6.94,0.75,0
1548565200,7.73,0.87,6.5,0.96,0
1548568800,7.86,0.87,7.27,0.75,0
1548572400,7.67,0.87,7.37,0.75,0
1548576000,7.55,0.82,6.7,0.96,164
1548579600,6.73,0.82,6.26,0.96,0
1548583200,6.75,0.81,7.37,0.79,0
1548586800,7.51,0.67,8.37,0.96,0
1548590400,7.62,0.62,7.35,0.75,0
1548594000,7.8,0.58,9.54,0.75,0
1548597600,8.39,0.56,7.77,0.75,0
